group_name,type,enabled,note
"Giỏ Hàng 28/11 Ba Vì, P4,Qtb ( Ngay khu Sân Bay).",source,1,
Giỏ hàng AVAHOME,source,1,
Giỏ Hàng Bach Home ☘️,source,1,
Giỏ Hàng Căn 22 Nguyễn Văn Đừng Q5,source,1,
Giỏ hàng căn hộ Tân Bình,source,1,
Giỏ Hàng CARA HOUSE 2,source,1,
GIỎ HÀNG CHDV HOMEAI,source,1,
"Giỏ hàng CHDV Siêu Đẹp 120/15 Lê Lai,Q1",source,1,
GIỎ HÀNG CHÍNH CHỦ | HOST CHDV,source,1,
Giỏ Hàng Cty King House Quận Tân Bình,source,1,
GIỎ HÀNG DREAMHOUSE 36/70/24 D2,source,1,
GIỎ HÀNG GÒ VẤP,source,1,
GIỎ HÀNG GÒ VẤP HUỲNH - NICEHOUSES,source,1,
Giỏ hàng Hoàng Dương Home,source,1,
Giỏ Hàng K.v Thủ Đức 1,source,1,
"GIỎ HÀNG LUXSAVE HOME - Q1, Q3, Q5, Q10, PN, BT",source,1,
GIO HANG LUXSAVEHOME,source,1,
Giỏ hàng Minhome,source,1,
Giỏ hàng nhà Anh Lực,source,1,
Giỏ hàng Phòng trống - QL50 Apartment,source,1,
GIỎ HÀNG PHÚ MỸ HƯNG,source,1,
Giỏ Hàng Thủ Đức 🌹,source,1,
Giỏ Hàng Tổng HK - Home,source,1,
GIỎ HÀNG YU HOUSE TỔNG,source,1,
GIỎ HÀNG YU HOUSE TỔNG 2,source,1,
GIỎ HÀNG YU HOUSE TỔNG 3,source,1,
GIỎ HÀNG-21 HOÀNG DƯ KHƯƠNG Q10-LH 0909.850.022,source,1,
GIỎ HÀNG-740/7 SƯ VẠN HẠNH Q.10-LH 0909.850.022,source,1,
GIỎ HÀNG-CHDV-HPHOUSE - TÂN BÌNH,source,1,
Gò Vấp - Q12 - Phượng Vỹ,source,1,
GÒ VẤP - QUẬN 8,source,1,
"GOHOME - 13/33/1 ĐS4, LINH XUÂN (LX11)",source,1,
"GOHOME - 15/1B TTN13, Q12",source,1,
GOHOME - 310/64 Phạm Văn Chiêu Phường 9 Gò Vấp,source,1,
"GOHOME - 359/11 HỒ HỌC LÃM, BÌNH TÂN",source,1,
"GOHOME - 383 Trường Chinh, Quận 12",source,1,
GOHOME - 471/41-43 Đ.TTH21 F.Tân Thới Hiệp Q12,source,1,
"GOHOME - 84 ĐS5, BÀ ĐIỂM",source,1,
"GOHOME - 85 HỒ VĂN LONG, BÌNH TÂN",source,1,
"GOHOME - 85/4 Quang Trung, Gò Vấp",source,1,
GOHOME - HÓC MÔN,source,1,
GOHOME - QUẬN 10,source,1,
GOHOME - QUẬN 12,source,1,
GOHOME - QUẬN 2,source,1,
"GOHOME LINH XUÂN,BÌNH DƯƠNG",source,1,
GOKU HOUSE 🐉,source,1,
Gr02: 55/3A-3C-20 Trần Đình Xu Q1 - JOO HOUSE,source,1,
GRAND MARINA SAIGON,source,1,
Green House - Sale,source,1,
Group Cho Thuê Phòng,source,1,
"GROUP HỖ TRỢ SALE TÌM CHỦ, CHỦ TÌM SALE ( CHDV )",source,1,
"Group Hợp Tác , Đăng Phòng Trống",source,1,
Group Nhà - Phòng Trống Của Tuyến,source,1,
Group sale - 13/11B Lương Thế Vinh,source,1,
Group sale - MYHOMES,source,1,
Group Sale - The One Apartment,source,1,
GROUP SALE | UNIHOMES CĂN HỘ DỊCH VỤ,source,1,
"GROUP SALE AN GIA HOUSE - EVOHOME (Q1,Q2,BT)",source,1,
Group Sale Anh Phi,source,1,
Group Sale CHDV Anh Phi,source,1,
"Group Sale CHMN Q10, Q.TÂN BÌNH- chị Hằng",source,1,
Group Sale Hoàng Duy - Hệ Thống Cò Vàng,source,1,
Group Sale phòng 7Cù Lao & 12/4/6C Nguyễn Cảnh Dị,source,1,
"Group Sale Phòng Bình Thạnh, Tân Bình, Tân Phú",source,1,
Group Sale Phòng Các Quận,source,1,
"GROUP SALE Q1,3,5,10,PN,BT,TB",source,1,
Group Sale Tổng - TA HOME⭐ Hoàng Anh,source,1,
"GROUP TỔNG ( Q3, Q10, Q1, TÂN BÌNH, BÌNH THẠNH)",source,1,
GROUP(1):CHÍNH CHỦ GỬI PHÍ 🧧🌹🌹🌹,source,1,
GUHOME GÒ VẤP,source,1,
GV- Q12 - NHÀ TRỌ,source,1,
H.O.D DINH CONG TRANG - QUẬN 1,source,1,
H.O.D PHAN KE BINH - QUẬN 1,source,1,
H2 HOUSE - KV Trung Tâm,source,1,
HALAHouse HT CHDV,source,1,
Hàng CHDV Nhật Anh House,source,1,
HATU HOME 🧩,source,1,
Haya Airport_T10.2026,source,1,
HCM_BTH_P11_354/89/19 Phan Văn Trị,source,1,
HCM_PHN_P9_38/23 Hoàng Văn Thụ,source,1,
HCM_Q.1_DAKAO_11 HOÀNG SA,source,1,
HCM_Q1_ĐK_80/34 Mạc Đĩnh Chi,source,1,
HD Home - PN + BT + TB + GV,source,1,
HỆ THỐNG 84 TRẦN BÁ GIAO GÒ VẤP,source,1,
Hệ Thống ATG,source,1,
HỆ THỐNG BOBI - Group 2,source,1,
Hệ thống Calista Apartment,source,1,
Hệ Thống Căn Hộ DTV - TP.HCM,source,1,
"Hệ thống căn hộ Khanh 3 Tân Phú , Bình Tân , Q 12",source,1,
"Hệ thống căn hộ Khanh Tân Phú , Bình Tân , Q 12",source,1,
HỆ THỐNG CĂN HỘ TÂM AN,source,1,
"Hệ thống CHDV - Casper House ( Q5,Q8 )",source,1,
HỆ THỐNG CHDV - KTX,source,1,
HỆ THỐNG CHDV - NOW HOME,source,1,
Hệ Thống CHDV & Phòng Trọ Toàn Quốc,source,1,
Hệ Thống Chdv C Nga Amy Apartment,source,1,
HỆ THỐNG CHDV CHAUVY HOUSE QUẬN 3-10-TÂN BÌNH,source,1,
HỆ THỐNG CHDV FLEXIHOME,source,1,
HỆ THỐNG CHDV HALY - Q1 Q10 TB BT (1),source,1,
HỆ THỐNG CHDV HALY - Q1 Q10 TB BT (2),source,1,
HỆ THỐNG CHDV HOÀNG HƯNG LAND,source,1,
Hệ Thống CHDV NEWHOME,source,1,
Hệ Thống CHDV TA HOUSE - Q7,source,1,
HỆ THỐNG CHDV UPSTAY,source,1,
Hệ Thống CHDV và KTX Cao Cấp Bình Thạnh,source,1,
HỆ THỐNG CHDV XUÂN KỶ,source,1,
Hệ Thống Chị Thu Khu Tân Bình,source,1,
Hệ Thống FAM HOUSE,source,1,
Hệ Thống Nhà - RentHome,source,1,
HỆ THỐNG NHÀ CHỊ HẠNH GÒ VẤP - TÂN BÌNH,source,1,
Hệ thống nhà chị Lan - Gò Vấp,source,1,
Hệ Thống Nhà Cường,source,1,
HỆ THỐNG NHÀ CƯỜNG. 110/20 DS 30 GÒ VẤP,source,1,
Hệ Thống Nhà Cường. 112 Dương Quảng Hàm. Gò vấp,source,1,
Hệ Thống Nhà Cường. 1267 Lê Đức Thọ. Gò vấp,source,1,
Hệ Thống Nhà Cường. 220 Nguyễn Văn Khối. Gò Vấp,source,1,
Hệ Thống Nhà Cường. 31/3Phan Huy Ích.P15 Tân Bình,source,1,
Hệ Thống Nhà Cường. 496/52/10 Dương Quảng Hàm.,source,1,
Hệ Thống Nhà New House Rentals,source,1,
HỆ THỐNG NHÀ SANG/THUÊ - TN GROUP,source,1,
Hệ thống Nova City,source,1,
Hệ Thống Phòng - Chị Âu,source,1,
Hệ Thống Phòng - Chị Nga 25/15/6 Cửu Long,source,1,
Hệ Thống Phòng - Chị Quỳnh,source,1,
Hệ thống phòng Q1-Q2-Q3-Q10-PNhuận -BThạnh-TB Phát,source,1,
Hệ Thống Phòng Trọ - Căn Hộ ( C. Hiền ),source,1,
Hệ Thống Phòng Trống - Findhomes,source,1,
HỆ THỐNG SÀI GÒN HNT HOME. ĐT: 0976240129.,source,1,
Hệ Thống Sale GALAXY,source,1,
Hệ Thống Sale Phòng RooHome,source,1,
Hệ Thống Táo' House,source,1,
Hệ Thống Tiamoon House Q1_3_BT,source,1,
Hệ Thống TP HoMe GV,source,1,
Hệ thống UEH Home,source,1,
HỆ THỐNG VT LIVING,source,1,
"HỆ TỐNG - Cao Thiên Properties. btt, gvv, tbb, tt",source,1,
"HEIGHTS WUTHERING HOUSE -74/6 Thạch T Thanh, TĐ",source,1,
HELEN HOUSE CITYLAND,source,1,
HELEN HOUSE GÒ VẤP.,source,1,
HELEN HOUSE TÂN BÌNH,source,1,
HẺM 243/37 Hoàng Diệu Q4 G2,source,1,
HH 50-70 CHDV DIỆP HIẾU FC- 0914895118,source,1,
HHOMES - QUẬN 12 - GÒ VẤP,source,1,
Hiệp Bình Chánh - Thủ Đức,source,1,
HiHouse _Nhà Của Hải,source,1,
"Hình 618/40 CMT8, Q3",source,1,
Hình ảnh Tổng Hợp Phòng Cho Thuê,source,1,
HK Motel-Sales,source,1,
"HN HOMES - UPDATE - TÂN BÌNH, TÂN PHÚ",source,1,
HNT,source,1,
HỒ ANH TÀI - CHVD - DÒNG TIỀN,source,1,
Hổ Trợ Chủ Đầu Tư-F1 Sale Phòng,source,1,
Hỗ Trợ F1/Host Lấp Phòng/CHDV MBKD,source,1,
Hỗ Trợ Nguồn Hàng Sale Phòng,source,1,
HỖ TRỢ SALE PHÒNG THỦ ĐỨC Q9 Q2 (NHÓM 2),source,1,
Hoanggia Home luxury,source,1,
HoangGia Luxury Apartment,source,1,
HOLISTAY - 74 Thăng Long - P4 - Q. Tân Bình,source,1,
HOME 365 [2]: HỆ THỐNG CHDV,source,1,
HOME 365: HỆ THỐNG CHDV,source,1,
Home 50/37 Đs59 - Group Tổng,source,1,
HOME UP - Yến Đặng,source,1,
"Home4You-KC66 Huỳnh Tấn Phát, Q7",source,1,
HOMEY Khánh My ☘️,source,1,
Homie_house 106/39 Bình Lợi,source,1,
HỢP TÁC SALE PHÒNG,source,1,
"hợp tác sale phòng Gò Vấp , Phú Nhuận , Bình Thạnh",source,1,
HỢP TÁC SALES MẶT BẰNG KINH DOANH & CĂN HỘ DỊCH VỤ,source,1,
Host 191/A6 Cống Quỳnh Q1,source,1,
Host 52 Nguyen Cuu Van,source,1,
Host Center Room,source,1,
Host Gia Hào ✅,source,1,
"HOST K&M RESIDENCE (372/15/13B CMT8, P. Nhiêu Lộc)",source,1,
HOST K&M RESIDENCE 216 NTMK P Xuân Hoà,source,1,
Host Rick-RLAND nhập hàng,source,1,
HOST TÂN BÌNH - Bình Thạnh,source,1,
Host Tuyết Loan,source,1,
Host Vương - Nhử,source,1,
Host WISH - Căn Hộ Dịch Vụ,source,1,
Host Wish | ( Group 2) Q1 - 3 - 4 - 10,source,1,
Host Wish | Q1 - Q3 - Q4 - Q10,source,1,
Host Wish | Tân Bình - Gò Vấp,source,1,
House(CHDV)_ 107/NVK,source,1,
HPS House[CHDV 17 Giải Phóng Sân Bay Tân Bình],source,1,
HT A.Khánh - Tân Bình,source,1,
"HT CHDV LÊ TRÀ Q10, Q11, TÂN BÌNH, TÂN PHÚ, GÒ VẤP",source,1,
HT CHDV T-VILLAGE,source,1,
"HT CHDV Tân Bình,Q11,Q10,TPhú,GV Mini Home Sài Gòn",source,1,
HT CHDV Tuân-Hiệu Q10 Q11 TB,source,1,
HT Home - CHDV Tân Bình,source,1,
HyHouse_SALE TÂN PHÚ,source,1,
iHouse,source,1,
iHouse - Gò Vấp - 141/50c Đs 28,source,1,
Ihouse- Q1-Q4-Tân Bình,source,1,
"JinJoo - CHDV Quận 1, Quận 3",source,1,
"JinJoo - CHDV Quận Gò Vấp, Thủ Đức",source,1,
"JinJoo - CHDV Tân Phú, Bình Tân",source,1,
"JJH - Lạc Long Quận, Tân Bình (40/70)",source,1,
"JOOHOUSE - 21 LÊ TẤN QUỐC, P.13, TÂN BÌNH",source,1,
"Joohouse 10/14 Nguyễn Cảnh Dị, p.4, Tân Bình",source,1,
JOOHOUSE 45 CÁCH MẠNG-p.Tân Thành- Tân Phú,source,1,
Joohouse 68/3 Trần Tấn-78 Bình Giã,source,1,
"JOOHOUSE-25 CỬU LONG, P.2,TÂN BÌNH",source,1,
Joyful Life - FOR SALE,source,1,
K.TRƯƠNG D.ÁN (GIGAMALL - KHU BIỆT THỰ VEN SÔNG),source,1,
KCC - Phòng Xinh Giá Tốt,source,1,
"Kenny Home - 33 Dạ Nam, Q8",source,1,
Kenny Home Q1 Q3 Q7 Q8 Q10,source,1,
KẾT NỐI GIAO LƯU HOST & SALE CHDV TẠI TP.HCM,source,1,
Kết Nối Sale và Chủ Nhà - Hỗ trợ nguồn hàng sale,source,1,
KHAI MINH GROUP - SALE GÒ VẤP,source,1,
Khai trương dự án 382/33 Nguyễn Thái Sơn,source,1,
KIM HOUSE,source,1,
KimAnh Gr2- Sale 79 Trường Sơn P2 Tân bình,source,1,
KimAnh-sale Sân bay 79 Trường Sơn P2 Tân Bình,source,1,
Kinghome _ Quận 10 ( 1PN - 2PN),source,1,
Kinghome _ Tân Bình ( 1PN-2PN),source,1,
Kinghome 29: 767 Cmt8 Tân Bình,source,1,
Kinghome 34: 817/2 Lạc Long Quân TB,source,1,
Kinghome 5 _ 127/51 Ba Vân Tân Bình,source,1,
Kinghome 6 _ 14/2-4 Văn Chung . TB,source,1,
KinHome's Gò Vấp,source,1,
KL Home - CHDV 🏫,source,1,
"KOI - HOME Dự án mới 22/40 Đường số 21, P8, Gò Vấp",source,1,
KOQI HOUSE - DƯƠNG QUẢNG HÀM GÒ VẤP,source,1,
KT - Dự án 2a/2c Bạch Đằng Ngay sân bay,source,1,
KT Home-Sales,source,1,
KÝ TÚC XÁ MITI HOME,source,1,
L & L Apartment Trung Tâm 😍,source,1,
L L I V I N G ∞ NGUỒN PHÒNG TÊN LỬA,source,1,
LÁ HOUSE-117/21 BC & 153/2 VVT,source,1,
"LACASA 171/27 Trần Bá Giao, Phường 05, Gò Vấp",source,1,
LACASA 458/39 Nguyễn Văn Khối,source,1,
"LACASA 702/60 Lê Đức Thọ, P15, GV",source,1,
"LACASA 72/23/2c Đường số 30, P6, Gò Vấp",source,1,
LACASA BÌNH TÂN,source,1,
LACASA CHDV,source,1,
LACASA GÒ VẤP,source,1,
LACASA TÂN BÌNH,source,1,
LACASA TÂN PHÚ,source,1,
Lâm Gia: Huy 0919 222 292 (Quận 10- Quận 5),source,1,
Larita-Room for rent,source,1,
Le Jardin House 🏫🏫🏫 CHDV,source,1,
Liên CHDV Q10,source,1,
"LIGHTHOUSE - 234/55 LÊ ĐỨC THỌ, P.6, GÒ VẤP",source,1,
LIGHTHOUSE - KV QUẬN 10,source,1,
LIGHTHOUSE - QUẬN 2,source,1,
"LIGHTHOUSE - TÂN BÌNH, PHÚ NHUẬN",source,1,
"LIGHTHOUSE -29/8 YÊN THẾ, PHƯỜNG 2, TÂN BÌNH",source,1,
LIGHTHOUSE APARTMENT (Gò Vấp-Bình Thạnh-Tân Bình),source,1,
LIGHTHOUSE- 112/22 BÙI QUANG LÀ GÒ VẤP,source,1,
"LIGHTHOUSE- 49 C18, 76 C18, Phường 12, Tân Bình",source,1,
Like Home 👍,source,1,
LinliuHOME ☘️ PN - TB - BT,source,1,
LinliuHOME ☘️ Quận 1,source,1,
LinliuHOME ☘️ Quận 3-5-6,source,1,
LinliuHOME ☘️ Quận 7,source,1,
LinliuHOME ☘️ Trang Tử - Q5,source,1,
List CHDV cần lấp (2) TPHCM,source,1,
List CHDV Trống Cần Lấp TPHCM,source,1,
List CHDV Trung Tâm Cần Lấp,source,1,
Little Home 25/41C Nguyễn Bỉnh Khiêm,source,1,
LK House Apartment 📣,source,1,
LLHOMES - 736LĐ T,source,1,
LM Home - 75/11 Nguyễn Văn Cừ - Q5,source,1,
"LM Home - CHDV Q3,5,10",source,1,
INhà Nguyên Căn Cho Thuê HCM 99,source,1,
"LOLOHOME BT, PN, GV, TB, Q3",source,1,
Lotus Apartment - 84ds85.Q7,source,1,
LOTUS HOUSE - Q1 Q5,source,1,
Luận CHDV Tân Bình. Tân Phú. Phú Nhuận,source,1,
Lucky Home - CHDV Gò Vấp Bình Thạnh,source,1,
LUCY HOUSE Q1 - CHDV QUẬN 1,source,1,
"LUMA's Khu vực Q3, Q10",source,1,
"Lux House _ 146/5 Đường Số 30 , P6 , Gò Vấp",source,1,
LYLY Sales phòng,source,1,
M-HOME 384/6 Lê Văn Sỹ,source,1,
MAISON 18 Hồ Bá Kiện Quận 10,source,1,
MAISON 28/26 Đỗ quang Đẩu Quận 1,source,1,
MAISON Q1 - Q3- Q10,source,1,
MAISON TÂN BÌNH,source,1,
Mango house A.Minh(175 Nguyễn Thị Nhỏ - Lữ Gia),source,1,
Maris Home - Tân Phú Tân Bình,source,1,
Marketing DATAHOME,source,1,
MC house Q1 (sontk),source,1,
MCA - Linh Đông Thủ đức - 9a đường số 37,source,1,
MCA - Q.10 - 233 Lý Thái Tổ Phường 9,source,1,
"McHouse Quận 1,3",source,1,
MEKONG HOMES - CT MG,source,1,
MG - Nhà KAIZEN HOMES,source,1,
MG - Nhà SUNHOMES,source,1,
mg Mayosa House - Agent,source,1,
MG- 39/17 Nguyễn Thị Nhuần,source,1,
MG- 60 Đường Số 7 ( vòng xoay GIA ĐỊNH),source,1,
"MG- SALES Thủ Đức, Q.9,HM",source,1,
MG- SALES- TB-TP-BT,source,1,
MG-SALES -Gò Vấp-Q.12,source,1,
MG-SALES CHDV- Phòng Trọ,source,1,
MG-SALES KV AN PHÚ ĐÔNG( Q.12),source,1,
MG: 25/21 Cửu Long,source,1,
MI.A SALER HỆ THỐNG ANH TRƯỜNG,source,1,
Minh Hiếu Homes BT,source,1,
Minh Hiếu Homes GV,source,1,
Minh Long apartment - 132/83 Nguyễn Hữu Cảnh,source,1,
"MỞ BÁT BÍNH NGỌ NHÀ 103/13 Trần Đình Xu, Q1",source,1,
Modern Studio District 1 - CHDV Q1 Cho Thuê,source,1,
MÔI GIỚI THE GARDEN BUILDING,source,1,
"Mon House - 214B/B27 Nguyễn Trãi, Quận 1",source,1,
Mon House - 39/7 Hoàng Dư Khương Q10,source,1,
"Mon House - 54 CMT8, P. Võ Thị Sáu, Quận 3",source,1,
Mon House - 68 Lãnh Binh Thăng Q11,source,1,
"Mon House - Tân Bình, Phú Nhuận",source,1,
Mr. Long's Home 🍓,source,1,
"MS House ( 31A+20A+20G Phan Văn Sửu,p13, Tân Bình)",source,1,
MS House ( 8C Lam Sơn),source,1,
MS house (B114H Bạch Đằng-Tân Bình),source,1,
"Myhouse Sales 🏫 Hệ thống chdv tại Q2, B Thạnh HCM",source,1,
Myna Home,source,1,
"MyNa Home Q10, Tân Phú",source,1,
MyRoom- Cộng đồng hợp tác kinh doanh,source,1,
N.HUY APARTMENT,source,1,
Nam Á - Agents 🍺,source,1,
"Nam Quốc Homes - Bình tân, Q6, Q8",source,1,
Nam Quốc Homes - Gò Vấp,source,1,
"Nam Quốc Homes - Q10,Q11,Q3, TB",source,1,
NEW- CHDV MỚI 762/ HỒNG BÀNG - P.MINH PHỤNG-HCM,source,1,
NF 1480 Trường Sa Tân Bình,source,1,
NF REAL KV NAM & TRUNG TÂM SG,source,1,
NF Real Quận 1,source,1,
Ngân Phát - CHDV cao cấp 908 Nguyễn Chí,source,1,
Ngọc Anh-CHDV-BÌNH THẠNH-GÒ VẤP,source,1,
Nguồn CHDV - Lấp Phòng TP.HCM,source,1,
Nguồn CHDV HCM (EM TÔM),source,1,
Nguồn CHDV Tổng Hợp,source,1,
NGUỒN HÀNG - NEW KINGDOM 2,source,1,
Nguồn phòng cho thuê HCM,source,1,
NGUỒN PHÒNG HCM : GK- Home,source,1,
Nguồn Phòng Tân Phú,source,1,
NGUỒN PHÒNG TRỐNG - GK home ( A kha),source,1,
NGUỒN SALE CHDV - HCM,source,1,
Nhà 01 đường 84A P Thạnh Mỹ Lợi Q2,source,1,
Nhà 110 Đường Số 30,source,1,
Nhà 1120/3/11C Phạm Văn đồng,source,1,
"Nhà 1331 Lê Đức Thọ, Gò Vấp",source,1,
Nhà 139 NVL P10 + 579/31 QT + 206/12/4 Đs 20 P5,source,1,
Nhà 160/58/1 Phan Huy Ích P12 GV,source,1,
Nhà 183/53 Nguyễn Văn Khối GV,source,1,
Nhà 186 Phạm Văn Bạch P15 Tân Bình,source,1,
NHÀ 1A ĐƯỜNG SỐ 5 P17 GÒ VẤP CŨ,source,1,
Nhà 201 Cộng Hoà + 25/21 Cửu Long,source,1,
"Nhà 227/34 Nguyễn Tư Giản, p12. Gv",source,1,
NHÀ 241/4 PHẠM NGŨ LÃO Q1 🏠,source,1,
"Nhà 255 Bạch Đằng, P3, Gò Vấp",source,1,
"Nhà 268 Trường Chinh, Quận 12",source,1,
Nhà 3/71 Nguyễn Thị Sáu P. Thạnh Lộc Q12,source,1,
Nhà 309/1/30 Lê Đức Thọ_GV,source,1,
Nhà 309/14/28 Nguyễn Văn Trỗi Tân Bình,source,1,
"Nhà 32/25 Lê Thị Hồng, Phường 17, Quận Gò Vấp",source,1,
Nhà 565/8 Lê Văn Thọ_ Gò Vấp,source,1,
"Nhà 62/113/26 Lý Chính Thắng , Quận 3",source,1,
Nhà 7/1 Kỳ Đồng_Group 2,source,1,
Nhà 9 Trần thị trọng,source,1,
Nhà A hoàng Q1,source,1,
Nhà A Sơn,source,1,
NHÀ ANH LONG GÒ VẤP,source,1,
Nhà B112/65 Bạch Đằng -Tân Bình Sân Bay,source,1,
Nhà bé minh My Home,source,1,
Nhà C My A Trường - Sale Team,source,1,
"NHÀ CẬU BA - 71 Lê Lai, Phường 3, Gò Vấp",source,1,
Nhà CHDV 284 Lý Thường Kiệt Q10,source,1,
Nhà Chị Ngân,source,1,
NHÀ CHỊ VÂN GÒ VẤP,source,1,
Nhà Chú (2),source,1,
Nhà của anh Lê Anh - Cao Thiên 0937373313,source,1,
Nhà của Luân - Gò Vấp - Q12,source,1,
Nhà Của Sang - SAG - Home ☘️☘️☘️,source,1,
Nhà Gò Vấp+ nhà hutec,source,1,
NHÀ HOA PHÁT,source,1,
Nhà Hoàng Hoa- Cty Win House,source,1,
Nhà Leo 2...♥️ PN-BT-Tân Phú- Quận 1 -Gò Vấp,source,1,
NHÀ MỚI 🏫,source,1,
Nhà Mới Ngay Toà Nhà Viettel Q10 ☕☕,source,1,
"nhà nguyên căn , chung cư",source,1,
NHÀ PHỐ+ CHDV _ Hoàng Hằng,source,1,
Nhà Phòng HCM,source,1,
Nhà Quận 10 99/12-156/7N Tô Hiến Thành,source,1,
Nhà Quận Gò Vấp - Đại Phát,source,1,
Nhà Sài Gòn - Nguồn hàng lẻ,source,1,
"Nhà số 7 đường 11, Bình Trưng Tây, Quận 2",source,1,
Nhà Thuê CHDV HCM - Vegan Group - Tim Qo Tu,source,1,
NHÀ TRỌ 217 BÌNH LONG,source,1,
NHÀ TRỌ AN BÌNH HCM BD,source,1,
Nhà Trọ HTG 2 ( Huỳnh Trung Group),source,1,
Nhà Trọ Phường 5 Gò Vấp,source,1,
Nhà Trọ THùng,source,1,
Nhà trọ trí-đài,source,1,
Nhà Trọ Xanh - Quận 8,source,1,
Nhà Xinh 2 - Nguồn Phòng C. Chủ,source,1,
NHÓM 16 NGÔ BỆ + 11/25NDT / TÂN BÌNH,source,1,
Nhóm chuyên SANG CHDV Tp.HCM,source,1,
Nhóm đẩy sale Phòng trọ - Căn Hộ HCM,source,1,
"Nhóm Sale 215/4 Tân Thắng, Tân Phú - Nhóm chủ nhà",source,1,
Nhóm sale 4/18A Bàu Bàng Tân Bình,source,1,
Nhóm Sale Phòng Chị Thủy,source,1,
Nhóm Sale Rita House Tân Bình - Gò Vấp-Quận 12,source,1,
Nhóm Sale Tổng PP Property,source,1,
Nhóm Tổng Dự Án 44/22 Đường Phạm Văn Chiêu,source,1,
NIC - 433/1 Hai Bà Trưng Q3,source,1,
Nic- 74/54 Đường Số 9 Gò Vấp,source,1,
Nice Apartment CHDV Tân Bình,source,1,
NICE HOUSES CHDV - GROUP 1,source,1,
"NiceHouse - 105/2 Bạch Đằng, P2, Tân Bình",source,1,
"Nine Home "" anh Huy """,source,1,
"NMHOUSE Q3, Phú nhuận, Bình thạnh, Q1, Tân Bình",source,1,
NT GROUP - GÒ VẤP,source,1,
NT GROUP - SẢN PHẨM CHDV,source,1,
"NTX - 540/2/13 CMT8, P11, Q3",source,1,
OneHouse- Nhà Nguyên Căn/MB/CHDV,source,1,
Open House | 60 Nguyễn Tư Nghiêm Bình Trưng Tây Q2,source,1,
"Open House | Nhà anh Phương (Q10, TB, Q11, Q3)",source,1,
Open House | Nhà anh Trung | 459/10 THĐ Q1,source,1,
OPUSK - Metropole Thủ Thiêm- GĐ 4,source,1,
P&J Q2,source,1,
P&J Q7,source,1,
PAAR HOMESTAY - AGENT HCM,source,1,
Peaceful House,source,1,
Phòng Cao Cấp 43 Tân Bình,source,1,
PHÒNG CHDV LÂM GIA,source,1,
Phòng chị Tiên,source,1,
PHÒNG CHÍNH CHỦ,source,1,
Phòng cho thuê Quận 1 -Quận 3 -Quận 10,source,1,
PHÒNG ĐẸP GÒ VẤP - Q12,source,1,
PHÒNG GIÁ RẺ - Quận chữ (Group 1),source,1,
PHÒNG GIÁ RẺ QUẬN SỐ (Q1 - Q12),source,1,
Phòng Gò Vấp (QL NAM),source,1,
Phòng Hẻm 418 Phan Xích Long,source,1,
"Phòng Sales - Quận 3, Quận 2 - 4YHome - Q3 Q2",source,1,
Phòng Thành Thái 3/53/14,source,1,
Phòng trọ 219 Nguyễn Thị Trên - Quận 12,source,1,
Phòng trọ c Ngân Gò Vấp-Tân Bình-Q12 0774122365,source,1,
Phòng Trọ Cao Cấp 0888222400,source,1,
Phòng trọ Đường số 59,source,1,
PHÒNG TRỌ GÒ VẤP,source,1,
Phòng Trọ Hi 3Home - Sale Phòng,source,1,
PHÒNG TRỌ MR.THIỆN,source,1,
Phòng trọ OURHOME.1,source,1,
Phòng trọ OURHOME.2,source,1,
Phòng trọ quận 1,source,1,
Phòng trống FF. LAYLA HOUSE,source,1,
Phòng Trống Gò Vấp,source,1,
Phòng Trống Gò Vấp - Tân Phú,source,1,
Phòng Trống Gò Vấp-Quận 3,source,1,
Phòng trống GV BT PN,source,1,
PHÒNG TRỐNG LÊ THÀNH Q BÌNH THẠNH,source,1,
Phòng trống Nhà chị Trang - Gò Vấp,source,1,
PHÒNG TRỐNG SHELBY HOUSE © CTV,source,1,
phòng trống tân bình,source,1,
"Phòng Trống Tân Bình, Tân Phú - Hệ Thống Anh Hoàng",source,1,
PHÒNG/CHDV GÒ VẤP - THUẤN NGUYỄN 0772096666,source,1,
PHÚ NHUẬN - GÒ VẤP,source,1,
Phú nhuận - quận 3 - Phượng Vỹ,source,1,
PHÚ THÀNH HÓC MÔN,source,1,
Phúc Gia 1,source,1,
PIKA HOUSE - CĂN HỘ CHO THUÊ,source,1,
"PP HOME CHDV TÂN BÌNH, PHÚ NHUẬN, BÌNH THẠNH",source,1,
Q. Home CHDV Gò Vấp/Tân Bình/Tân Phú,source,1,
Q. TÂN BÌNH - ĐỒNG XOÀI - HOÀNG VIỆT,source,1,
Q.10 P.Nhuận - Tase HH 40-70 Gr2,source,1,
Q.Home CHDV TÂN PHÚ - TÂN BÌNH,source,1,
Q10 - A Tâm 0776335678,source,1,
QA HOME,source,1,
"QK 1 - 63 Lương Ngọc Quyến, Quận 8",source,1,
"QK 12 - 56 Phú Hữu, Quận 5",source,1,
"QK 3 - 413/41 Lê Văn Sỹ, Quận 3",source,1,
"QK 4 - 359/1/35 Lê Văn Sỹ, F.13, Quận 3",source,1,
"QK 5 - 538/2 Lý Thường Kiệt, Tân Bình",source,1,
"QK 6 - 518 3 THÁNG 2 , F.14 , Quận 10",source,1,
"QK 7 - 443/186 Lê Văn Sỹ, F.12, Quận 3",source,1,
