group_name,type,enabled,note
90/88F nguyễn đình chiểu quận 1,source,1,
91/16TrầnQuốcHoàn-02TrầnQuangQua-281/64/7LêVanSi,source,1,
92/16 Vườn Lài Q12 (kế Chung Cư An Phú Đông),source,1,
93 Hoàng Sa P.Tân Định Quận 1,source,1,
"93 Mai Thị Lựu , Phường Tân Định, Quận 1",source,1,
93 Nguyễn Phi Khanh - Tân Định - Q1 - JOO HOUSE,source,1,
94s - PARTNERS BẮC VÀ TT SG,source,1,
94s Group 86/10c Trịnh Đình Trọng,source,1,
94s Q1 Q3 Q10 Q11,source,1,
94s TÂN BÌNH,source,1,
"965/16/7 Quang Trung, P. An Hội Tây, Gò Vấp",source,1,
"965/55 Quang Trung,Gò Vấp",source,1,
968 TRƯỜNG CHINH,source,1,
"972/20 Trường Sa, P13, Q3",source,1,
98. Trần Hữu Trang Phú Nhuận,source,1,
"983 QUANG TRUNG, GÒ VẤP",source,1,
"99 Đường số 8, KDC Trung Sơn, Bình Hưng,Bình Chánh",source,1,
A Thông | GÒ VẤP 110/53 Đường Số 30 F6,source,1,
ACAD HOUSE - KDC SADECO,source,1,
"ACE GROUP 382/27 Nguyễn Thị Minh Khai, Q3",source,1,
ACE GROUP 382/34 Nguyễn Thị Minh Khai,source,1,
Ace Home - Gò Vấp,source,1,
ACE Sale P - A. Huy - C.Phượng - 🌹 Cao,source,1,
AD HOME & ACE MG,source,1,
AE HOME GÒ VẤP,source,1,
AEG HOME - QUẬN 1,source,1,
AGENTS - M.O.R.E,source,1,
Agents 153 Đề Thám & 575/84 CMTT,source,1,
AgiaVie.NEST ✨,source,1,
ALICE HOME 72/21A nguyễn hồng đào,source,1,
ALT - House - Hệ Thống CHDV,source,1,
Amcity- Hệ Thống Cho Thuê Trọ TP.HCM,source,1,
"An Home (P8 P9 P10 Tan Binh, Tan Phu)",source,1,
AN TÂM HOUSE - 204C ĐIỆN BIÊN PHỦ,source,1,
"ANH LỘC - CHDV CHO THUÊ - TÂN BÌNH, PHÚ NHUẬN",source,1,
ANH NAM - NHÓM SALE NHÀ NGUYÊN CĂN 0987707770,source,1,
Anh Ng HOUSE - 12/4/6C Ng. Cảnh Dị & 429/12D LVS,source,1,
Anna Homes - Phan Huy Ích Emart,source,1,
Apartment 18 Đỗ Thị Lời Quận 3,source,1,
Apartment Bình Thạnh - Gò Vấp,source,1,
Apartment: XUÂN PHÁT: 1,source,1,
Apartment: XUÂN PHÁT: 3,source,1,
Apas - Q.10 Sale - Nhà 407/17 Sư Vạn Hạnh,source,1,
AVHOUSE 25/15 Hậu Giang; Tân Bình (Sát sân bay),source,1,
AVHOUSE Gò vấp,source,1,
AVHOUSE Quận 12,source,1,
"AVHOUSE Tân Phú, Bình Tân",source,1,
"AViet_2_Q1, Q10, Q11, TB",source,1,
B&A apartment,source,1,
B22/29 Bạch Đằng P2 Tân Bình,source,1,
"B82 Bạch Đằng, Phường Tân Sơn Hoà, TPHCM",source,1,
BA Group,source,1,
Bán_Thuê Chung Cư Tân Bình,source,1,
BARO HOUSE GÒ VẤP (RỔ HÀNG),source,1,
"BARO HOUSE TÂN BÌNH, RỔ HÀNG",source,1,
Baro House+ Dự án mới,source,1,
Bất động sản - Tài chính - Đầu tư,source,1,
BB HOUSE,source,1,
BEAR'S HOUSE CHDV,source,1,
BenHouse Sale Phòng,source,1,
Best sale- no chat,source,1,
BHA Group: Bình Thạnh Quận 3 Quận 2 Thủ Đức,source,1,
BHD Apartment - CHDV,source,1,
BHouse2 - Căn hộ Bình dân SG,source,1,
Bình Minh - 76 Lê Đức Thọ_ GV,source,1,
Bình Tân - Phượng Vỹ,source,1,
"Bình Tân, Quận 6 - Lâm Gia",source,1,
BJC Homes - Group Tổng,source,1,
BJC Homes - Tân Bình,source,1,
BK HOME ❤️ ❤️,source,1,
BLUES APARTMENT - TÂN BÌNH - TÂN PHÚ,source,1,
BM HOME,source,1,
Bookingroom_ Tân Bình,source,1,
Box 187 Tô Ngọc Vân - TĐức 19,source,1,
BT House Tân Bình,source,1,
BỤI HOUSE Quận 7 + Quận 10,source,1,
BÙI QUANG LÀ - GÒ VẤP,source,1,
C-Home 25/6 CỬU LONG TÂN BÌNH,source,1,
Cá Mập’s House 🏫,source,1,
"CĂN 112 PHÚ ĐỊNH, QUẬN 8",source,1,
"CĂN HỘ 1PN, 2PN HỆ THỐNG NEWHOME",source,1,
CĂN HỘ 1PN+2PN A THÁI,source,1,
"CĂN HỘ 232/45 CỘNG HOÀ,P12, TÂN BÌNH",source,1,
CĂN HỘ 2PN - QUẬN GÒ VẤP,source,1,
Căn hộ 453/77F17 Lê Văn Sỹ,source,1,
"Căn hộ 47 trương văn thành, P. Phú hữu, Q.9",source,1,
Căn Hộ 61Đ50 Vạn Phúc,source,1,
"Căn hộ 751 Tân Sơn, P12, Gò Vấp",source,1,
CĂN HỘ A Đạo sân bay,source,1,
CĂN HỘ CHEESY HOUSE - TPHCM,source,1,
Căn hộ Chị My,source,1,
Căn Hộ Cho Thuê 152 Nguyễn Văn Thủ,source,1,
CĂN HỘ CHUNG CƯ 40E NĐK Q1- WALK STREET APARTMENT,source,1,
CĂN HỘ DỊCH VỤ - SGH,source,1,
Căn Hộ Dịch Vụ Cao Cấp + A Cường CV,source,1,
Căn Hộ Dịch Vụ Duy - Hải 🏠,source,1,
"Căn Hộ Dịch Vụ,Phòng Trọ Sài Gòn(DUY)",source,1,
"Căn Hộ Gần Sân Bay, P2, Tân Bình.",source,1,
CĂN HỘ GÒ VẤP - Q12 🏫 🏫,source,1,
CĂN HỘ GÒ VẤP -QUẬN 12,source,1,
Căn hộ Kinghouse,source,1,
CĂN HỘ LIGHTHOUSE 💡🏠,source,1,
Căn Hộ Nguyễn Phước - Tân Bình,source,1,
Căn hộ p tr 131/20 Tô Hiến Thành,source,1,
CĂN HỘ SÀI GÒN 🏠 Hậu Host,source,1,
Căn Hộ SG giá rẻ,source,1,
"Căn Hộ SuNa 193/12 Bà Hạt ,p9,q10",source,1,
CĂN HỘ THỦ ĐỨC 🏫 - Công Khanh,source,1,
CĂN HỘ TRƯỜNG THỊNH,source,1,
CĂN HỘ TRƯỜNG THỊNH 2,source,1,
"Căn Hộ-Phú Nhuận,Tân Bình",source,1,
Cao Thiên - Anh Quý,source,1,
Cao Thiên - Cò Vàng - Sale,source,1,
Cao Thiên - nhân sự,source,1,
Cao thiên 107 ql 13,source,1,
CẬP NHẬT 2/5A NTMK - Q1,source,1,
CẬP NHẬT PHÒNG HT ANCUHOMES,source,1,
Cập Nhật Phòng Trống 92NTT,source,1,
Cập nhật phòng trống Cty Phan Gia,source,1,
Cập Nhật Sale,source,1,
CBD Home SALES,source,1,
CELLINA- CĂN HỘ CAO CẤP,source,1,
CENTRAL HOUSE,source,1,
CENTRAL HOUSE GROUP MG,source,1,
CHAMPHOUSE 👑,source,1,
CHAMPHOUSE GÒ VẤP 👑,source,1,
ChauHome_0768101677,source,1,
CHDV - 142/7B NTS P3 GV,source,1,
CHDV - A Bắp 261 TÔ HIẾN THÀNH Q10,source,1,
CHDV - A Bắp 354/21 LTK P14 Q10,source,1,
CHDV - A Bắp 491/12 NDC P2 Q3,source,1,
CHDV - ATD HOME,source,1,
CHDV - FIND HOUSE QUẬN 1,source,1,
CHDV - MER'S HOUSE,source,1,
CHDV - NS HOMES - 0938470690,source,1,
"CHDV - Quốc Sỹ : Q Tân Bình , Phú Nhuận",source,1,
CHDV - Sài Gòn - Ant House 🏠,source,1,
"CHDV - SALE 33 NGUYỄN HUY TỰ , ĐAKAO , QUẬN 1",source,1,
CHDV - SUMI HOUSE,source,1,
CHDV - SUMI HOUSE 3,source,1,
Chdv - Vinaland 2,source,1,
CHDV -GÒ VẤP,source,1,
CHDV & BDS cho thuê-Tây-0335.872.762,source,1,
CHDV 04 Tự Quyết - Tân Phú,source,1,
CHDV 09 Đường Số 1 (Ngay ĐH Công Nghiệp Gò Vấp),source,1,
"CHDV 1219/24 Hoàng Sa, P5, TB",source,1,
CHDV 124/9 Cộng Hoà - Giải Phóng Đi Vào,source,1,
"CHDV 1264/92 Lê Đức Thọ , P.13 , Gò Vấp",source,1,
"CHDV 138 Ký Con, Quận 1",source,1,
CHDV 14 Yên Thế ( P.2 cũ ) Tân Sơn Hoà,source,1,
CHDV 146 Trương Đăng Quế - Gò Vấp ( Giáp BT-PN),source,1,
CHDV 147 Huỳnh Văn Nghệ,source,1,
Chdv 148 Lê Bình (Tân Bình),source,1,
CHDV 15/4/7 Lê Lai - Tân Bình,source,1,
CHDV 154 Nguyễn Phúc Chu P15 Tân Bình,source,1,
Chdv 15a Trà Khúc Tân Bình,source,1,
CHDV 169B Đs9 GV,source,1,
CHDV 178 Đường 28 P6 GV,source,1,
CHDV 1PN CÁT LÁI Q2,source,1,
CHDV 2/13 Hồng Hà-Trường Sơn sau tòa nhà VietJet,source,1,
"CHDV 21B Lý Văn Phúc, Q1 - Nhóm Sales",source,1,
"CHDV 221/30 Lê Văn Sỹ, Quận 3 - A Tuấn 0903155705",source,1,
CHDV 232/46 Lý Thường Kiệt .Q10,source,1,
"CHDV 243 Phạm Văn Đồng, P1, Gò Vấp-Bình Thạnh",source,1,
CHDV 26/35 Đỗ Quang Đẩu,source,1,
Chdv 266/82/14 Tô Hiến Thành,source,1,
CHDV 32/3/24 Phạm Huy Thông P7 GV,source,1,
CHDV 32/6 ĐỒNG XOÀI,source,1,
CHDV 328/38 Nguyễn Thị Minh P5.Quận 3,source,1,
"CHDV 329/8 THĐ, P.Cô Giang, Q.1",source,1,
CHDV 345/60/3 trần Hưng đạo phường cầu kho quận nh,source,1,
"CHDV 36/4/3 huỳnh văn nghệ ,f15 Tân Bình",source,1,
CHDV 391 Thống nhất,source,1,
CHDV 4/12 Phạm Huy Thông Gò Vấp,source,1,
CHDV 41/2 Phan Văn Sửu,source,1,
CHDV 42/31 Hoàng Diệu và Khu Trung Tâm,source,1,
Chdv 428 Đ.B.Phủ - P11 - Q10,source,1,
CHDV 486/ PHAN XÍCH LONG | TM,source,1,
CHDV 492/2 Xô Viết Nghệ Tĩnh,source,1,
CHDV 497/73/5 Phan Văn Trị - Đối diện Emart Gò Vấp,source,1,
CHDV 5/101/8L Nơ trang long Và 498/31 Le H phong,source,1,
CHDV 51.PVC+860.XVNT,source,1,
CHDV 520-QL13 Thủ Đức - ngay Vạn Phúc city,source,1,
CHDV 54/31B Phổ Quang-Tân Bình,source,1,
"CHDV 55/47/2 NGUYỄN VĂN CÔNG, P3, GÒ VẤP",source,1,
CHDV 61 Võ thị sáu - QUẬN 3,source,1,
"CHDV 63 Phạm Phú Thứ, P.Bảy Hiền (Q.Tân Bình cũ)",source,1,
CHDV 68/115 Trần Quang Khải Q1,source,1,
CHDV 707 hà Huy giáp quận 12,source,1,
CHDV 72 TRAN DINH XU Q1,source,1,
CHDV 78A Nguyễn Phúc Nguyên Q3,source,1,
"CHDV 84/5 NGUYỄN ĐÌNH CHIỂU(ĐƯỜNG CÂY ĐIỆP),Q.1",source,1,
"CHDV 86/4 PQ, 8/69 NĐK, 4/11A BB & 463B/31A CMT8",source,1,
CHDV 9/14 Thăng Long F4 Tân Bình,source,1,
"CHDV 9/2 PHẠM VĂN HAI, TB",source,1,
CHDV 9/26A Thăng Long,source,1,
"CHDV 91/3A Trần Quốc Toản, Quận 3",source,1,
CHDV 925 Âu Cơ,source,1,
CHDV 99 Bàu Cát Tân Bình,source,1,
CHDV A Bắp - 7A/43/87 Thành Thái P14 Q10,source,1,
CHDV A THIÊN 🐹🐹,source,1,
CHDV AMA-HOME,source,1,
CHDV Anh Em ĐP,source,1,
CHDV Anh SEAN,source,1,
CHDV Anne House,source,1,
"CHDV AnsHouse Q3, Q10, TB",source,1,
CHDV ATD HOME,source,1,
CHDV Bình An ĐỀ THÁM Q1,source,1,
CHDV C THẢO PHẠM PN-GV,source,1,
CHDV C. HOÀ: 255 THỐNG NHẤT T.PHÚ & P.7- P 13 TB,source,1,
CHDV CHÍNH CHỦ CHO THUÊ,source,1,
"CHDV CHÍNH CHỦ Q1, Q3, Q10, BT, PN, TB - Mon House",source,1,
CHDV CHO THUÊ Q10 Cozy Studio (gần Vạn Hạnh Mall),source,1,
CHDV Đào Gia 2,source,1,
"CHDV ĐỀ THÁM Q1,BÌNH THẠNH, PHÚ NHUẬN, TÂN BÌNH",source,1,
"CHDV đẹp Hai Bà Trưng, Quận 1",source,1,
CHDV Em Đạtt,source,1,
CHDV Giá Rẻ.,source,1,
CHDV Gò Vấp,source,1,
CHDV Gò Vấp - Bình Thạnh,source,1,
CHDV GÒ VẤP - QUẬN 12,source,1,
"CHDV GÒ VẤP - TÂN SƠN, DƯƠNG QUẢNG HÀM",source,1,
"CHDV Gò Vấp (105/6A Nguyen Tu Gian, 1179 PVT, ...)",source,1,
"CHDV GÒ VẤP (QUANG TRUNG, NGUYỄN TƯ GIẢN, NVK)",source,1,
CHDV Gò Vấp + Tân Bình + Tân Phú (0936331440),source,1,
CHDV Gò Vấp 241/7 đường số 1 P11,source,1,
CHDV Gò Vấp A Minh,source,1,
CHDV Gò Vấp Q12. Huy,source,1,
CHDV GÒ VẤP- Thoa,source,1,
"CHDV H2 HOME PN,Q3,1,TB,BT(0826888833)monheimBE",source,1,
CHDV Hạnh + Công,source,1,
CHDV HAPI HOME Q3,source,1,
CHDV HHOMES - QUẬN 12 - GÒ VẤP,source,1,
CHDV Hoa Mây q1,source,1,
CHDV Hoa Mây q8,source,1,
CHDV Hoa Mây Tân Bình,source,1,
CHDV Hưng Thịnh Phát,source,1,
CHDV Huy Thịnh Apartment,source,1,
CHDV Infinity Home Q.1 Q.3 Q.BT,source,1,
CHDV Khu Tân Bình Tân Phú,source,1,
CHDV Lê Thị Bạch Cát Q11,source,1,
CHDV LU HOME GROUP,source,1,
"CHDV mới tinh DƯƠNG QUẢNG HÀM, GÒ VẤP",source,1,
CHDV MP-HOME,source,1,
CHDV MP 🍀 HOUSE,source,1,
Chdv Mr cường 😎,source,1,
Chdv Ms Giang 🍀🍀,source,1,
CHDV NAM HOME - KV THỦ ĐỨC,source,1,
CHDV NGỘ KHÔNG TRUNG TÂM,source,1,
CHDV Nguyễn Gia 2,source,1,
Chdv Nguyễn Gia 3 ( phân khúc 10tr trở lên),source,1,
"CHDV Nhà a Phong - Q10, Bình Thạnh, Tân Bình",source,1,
CHDV NHOUSE Q10,source,1,
CHDV of Ms Lan 310 DQH GV 0988385841,source,1,
CHDV P-Home,source,1,
CHDV Q1 - Long Home,source,1,
CHDV Q1 | 5 Nguyễn Huy Tự Chợ Đakao,source,1,
CHDV Q1 119/5 Điện Biên Phủ Dakao,source,1,
CHDV Q10 Q3 Gò Vấp Chính Chủ,source,1,
CHDV Q10 To Hien Thanh,source,1,
"CHDV Q2, Q8, Q10 Happy Home",source,1,
CHDV Q4 874/56/12 Đoàn Văn Bơ,source,1,
"CHDV QUẬN 1, 148 Nguyễn Văn Cừ",source,1,
CHDV Quận 10 - Anh Dương,source,1,
CHDV Quận 3- Quận 10,source,1,
CHDV QUÂN HOME,source,1,
CHDV QUẬN TÂN BÌNH,source,1,
CHDV Quận Tân Bình Phú Nhuận Bình Tân HH: 50-100,source,1,
CHDV QUẬN TRUNG TÂM HCM,source,1,
"chdv sát bình thạnh, chân cầu bình lợi, bình triệu",source,1,
CHDV Songmaxhome,source,1,
CHDV Tân Bình,source,1,
"CHDV Tân Bình, Phú Nhuận, Quận 3",source,1,
"CHDV Tân Bình, Quận 1 ,Quận 10 ,Bình Thạnh",source,1,
CHDV Terra Point (sales),source,1,
"CHDV Thành Tài(1) Quận 1,3,10,Bình Thạnh",source,1,
"CHDV Thành Tài(2)Quận 1,3,10,Bình Thạnh",source,1,
CHDV THẦY DƯ TÂN BÌNH- BÌNH THẠNH CHO THUÊ,source,1,
CHDV The Flamingo - Tô Vĩnh Diện,source,1,
CHDV THỦ ĐỨC - QUẬN 9 | Như Như,source,1,
CHDV Thủ Đức (43/10/4 đường 35 + 92 đường 48),source,1,
CHDV THYME - SALE PHÒNG,source,1,
CHDV Tổng Gia🌹50/80 + 💰Bonus,source,1,
"CHDV TRẦN HƯNG ĐẠO, P2, Q5",source,1,
CHDV Vinaland 3,source,1,
CHDV XUÂN THẮNG 🏠,source,1,
CHDV YUHOUSE,source,1,
CHDV_220/22 Hồ Văn Huê,source,1,
"CHDV_AA Home_Phú Nhuận, Gò Vấp, Bình Thạnh, TB",source,1,
CHDV- ĐỖ MỸ LINH 🏠,source,1,
CHDV- GÒ VẤP+ TÂN BÌNH,source,1,
CHDV- Phòng Trọ Thành Phố Hồ Chí Minh,source,1,
CHDV-Ecohome,source,1,
CHDV-PHÒNG TRỌ HCM,source,1,
CHDV-Phòng Trọ Lê An KV Gò Vấp,source,1,
CHDV-The Little Sky- TPHCM,source,1,
CHDV-Viet House,source,1,
CHDV/TRỌ[Q10-11-TB-TP] - KINGDOM HOUSING,source,1,
CHDV 🗽 TRUNG TÂM PHẠM VĂN ĐỒNG BT-PN-GV,source,1,
CHDV175-207Ng.H.Đào-03NúiThành-158HoàngHoaThám,source,1,
CHDV2 148/2 TK Chân+ 499/18 LQ Định+318/48 PV Trị,source,1,
"CHDV3-Quận B.Thạnh, P.Nhuận, Gò Vấp",source,1,
Chi Chi House 23.24M D9M 16Nội khu mỹ toàn 2,source,1,
CHO THUÊ CHDV,source,1,
Cho thuê nhà 359 lê văn sỹ,source,1,
"Cho Thuê Phòng - CHDV Quận 3, 10, Tân Bình",source,1,
CHO THUÊ PHÒNG - NHÀ CHỊ HOA,source,1,
Cho thuê Tòa nhà(12 CHDV)-594/1a Sư Vạn Hạnh Q10,source,1,
Cho Thuê-Sang Nhượng CHDV,source,1,
Chung cư 595/105_CMT8_Q10_3PN2WC_10tr_Cọc 15tr,source,1,
"Chung cư Nguyễn Siêu , Quận 1",source,1,
"Chuỗi CHDV EMO 34 Bis Trần Khánh Dư, Q1",source,1,
CHX - 173/1 Thành Thái - Sale,source,1,
City House Thông Tin Phòng,source,1,
CivilisHouse 18A Đường Số 63 - Team sale,source,1,
CivilisHouse Giỏ Hàng CHDV Quận 1,source,1,
CLB Nhà đầu tư Bất động sản & Tài chính,source,1,
"Coco Apartment group chính chủ - Q1, Q3",source,1,
Cộng Đồng 177/5 Đường 3/2 Quận 10,source,1,
Cộng đồng CHDV,source,1,
Cộng đồng CHDV - MinHouse (A. Hoàng),source,1,
CỘNG ĐỒNG GHÉP HÀNG BẤT ĐỘNG SẢN (GẤU),source,1,
Cộng Đồng Môi Giới Gò Vấp,source,1,
COZY HOME,source,1,
Cozy Home - 1367 Hoàng Sa - Tân Bình,source,1,
Cozy Home CS 2 - 4A Tân Hải P13 Tân Bình,source,1,
CTV Gò Vấp - Sky House,source,1,
CTV LaLaHouse CHDV Q1-PN-BT,source,1,
CTV PHÒNG TRỌ GÒ VẤP,source,1,
CTV Sale Phòng HH HOME,source,1,
"CTV SALES - 59/9 Hồ Hảo Hớn, Quận 1",source,1,
"Cửu Long 25/3 I Gần Sân Bay , Tân Bình",source,1,
Cửu Long P2 Tân Bình,source,1,
D&D Anna house,source,1,
Đại Là Nhà 47 Lý Thái Tổ,source,1,
"Đại Quý I Cao Thiên I, Bao Han, Gia Hân I Cao Thiê",source,1,
Daihouse - Hệ thống CHDV,source,1,
"ĐH - 18/6 TĂNG BẠT HỔ, BÌNH THẠNH",source,1,
DH Home 199/40/32 CMT8 P4 Q3,source,1,
DH Homes (Q3-BT-PN-TB- GV ),source,1,
"Đội Sale Lẻ, GÒ VẤP, BÌNH THẠNH 🦝",source,1,
Đội sale nhà C Uyên.Hh 💯 hưởng trọn,source,1,
DPS's Apartment,source,1,
DREAMHOUSE 2025,source,1,
DTS-HOUSE,source,1,
Dự Án - 38A Lý Tuệ (Tân Phú),source,1,
DỰ ÁN : 66/21 PHỔ QUANG- TÂN BÌNH,source,1,
"Dự Án 1030 Lê Đức Thọ, Gò vấp",source,1,
"Dự Án 1035 Lê Đức Thọ, P16, Gò Vấp",source,1,
"Dự án 107/1A Nguyễn Văn Nghi, P.7, Q.Gò Vấp",source,1,
Dự Án 109/14 N.B.Khiêm Đakao Q1,source,1,
"DỰ ÁN 12 TRÀ KHÚC, P2, TÂN BÌNH",source,1,
"Dự Án 123 đường 27, P6, Gò Vấp",source,1,
"Dự Án 128 Bàu Cát 1, P12, Tân Bình",source,1,
Dự án 13 đường 22 .BT Tây .Q2,source,1,
Dự án 1352 Đường 3/2 Q11,source,1,
Dự án 137E Nguyễn Chí Thanh Q5 - Hoàng Dương,source,1,
Dự án 14/4a Thân nhân Trung P13 Tân bình,source,1,
DỰ ÁN 141/56 ĐƯỜNG SỐ 28 P6 GÒ VẤP,source,1,
Dự án 15 SÔNG ĐÀ P2 TÂN BÌNH,source,1,
Dự Án 158/65/4D Phạm Văn Chiêu,source,1,
Dự án 183/24 Quốc Lộ 13 P26 BT,source,1,
"Dự án 183/53 Nguyễn Văn Khối , p8 , Gò Vấp",source,1,
DỰ ÁN 189/b5 CỐNG QUỲNH. Q1m DỰ ÁN 189/b5 CỐNG QUỲ,source,1,
Dự án 2/25 bầu bàng - Tân Bình,source,1,
DỰ ÁN 210 Lý Chính Thắng - CHDV Khắc Vũ,source,1,
"Dự Án 220GH, 220KL Hai Bà Trưng",source,1,
"Dự Án 230 Nguyễn Tất Thành, quận 4",source,1,
"DỰ ÁN 25 ĐS 56, Thạnh Mỹ Lợi, QUẬN 2",source,1,
dự án 25 đường số 7 cytilan gò vấp,source,1,
DỰ ÁN 255 BẠCH ĐẰNG,source,1,
"Dự Án 256 Hoàng Hoa Thám , Phường 12 , Tân Bình",source,1,
Dự Án 258L Dương Quảng Hàm,source,1,
Dự án 268/30 Nguyễn Thái Bình P12 Tân Bình,source,1,
"DỰ ÁN 27 ĐƯỜNG SỐ 18 , P8, QUẬN GÒ VẤP",source,1,
Dự án 302/29/4 phan huy ích gò vấp,source,1,
Dự Án 31/2 LÊ VĂN SỸ - Q3,source,1,
Dự án 340/16 quang trung 523/13/20 lê đức thọ,source,1,
DỰ ÁN 351/1/33 LẠC LONG QUÂN,source,1,
DỰ ÁN 35A VĂN CHUNG P13 TÂN BÌNH,source,1,
Dự Án 380/18 Nguyễn Văn Khối,source,1,
"DỰ ÁN 382/3/15 NGUYỄN THÁI SƠN, P.5, GV",source,1,
"DỰ ÁN 40/7A HOÀNG BẬT ĐẠT, P.15, TÂN BÌNH",source,1,
"DỰ ÁN 41/11-13 ĐỒNG XOÀI , P13 , QUẬN TÂN BÌNH",source,1,
Dự Án 417/69/78 Quang Trung P10 Gò Vấp 💞,source,1,
"DỰ ÁN 43 NG THÁI BÌNH, TÂN BÌNH",source,1,
"Dự Án 436A/144C Đường 3/2, Phường 12, Quận 10",source,1,
DỰ ÁN 44 TRẦN KẾ XƯƠNG,source,1,
Dự Án 442 Dương Quảng Hàm Gv,source,1,
"Dự án 44a Hậu Giang, Phường 4, Quận Tân Bình",source,1,
Dự án 45 Trần Thiện Chánh Q10,source,1,
Dự Án 465/45 Nguyễn Văn Công - P. Hạnh Thông,source,1,
Dự án 47/28 Đường Số 19 Gv,source,1,
"DỰ ÁN 49/48 PHẠM VĂN BẠCH, P15, TÂN BÌNH",source,1,
Dự án 496/52/15 Dương Quảng Hàm 🥰🥰,source,1,
"Dự án 5/11 Trương Đăng Quế, Phường 1, Q. Gò vấp",source,1,
"Dự án 508/5 Cách mạng tháng 8, Q.3",source,1,
Dự Án 51/23 Cao Thắng Q3,source,1,
Dự án 51/23 thống nhất,source,1,
"Dự án 547/50 Hoàng Sa, Quận 3",source,1,
Dự án 54c đường 21 và 523/13/20 lê đức thọ gò vấp,source,1,
DỰ ÁN 65 Trần Thị Nghĩ P7 Gò Vấp,source,1,
"DỰ ÁN 652/18B Cộng Hoà, P. 13, Tân Bình",source,1,
"Dự Án 74/4/16 - 2B/1/36 Bạch Đằng, P2, Tân Bình",source,1,
Dự Án 80P - Chân Cầu Bình Lợi - Thủ Đức,source,1,
Dự Án 816/22 Trường Sa Q3,source,1,
DỰ ÁN 88/1/10 Đường Số 2 Gò Vấp,source,1,
"DỰ ÁN 9/39A ĐƯỜNG SỐ 11, P11, GÒ VẤP",source,1,
"DỰ ÁN 91F PHẠM VĂN HAI , P3 , TÂN BÌNH",source,1,
"Dự án 92 Hoàng Hoa Thám,Tân Bình",source,1,
"Dự Án 958/87/32 Lạc Long Quân , Tân Bình",source,1,
"Dự án 965/27/55 Quang Trung, Gò Vấp",source,1,
DỰ ÁN 965/88 QUANG TRUNG GO VẤP,source,1,
DỰ ÁN AC HOMES - ĐỐI TÁC,source,1,
DỰ ÁN ANDU HOME,source,1,
Dự Án Bạch Đằng Sân Bay - 149B,source,1,
DỰ ÁN CAO CẤP KHU CITYLAND GÒ VẤP,source,1,
"Dự án CHDV 124/53 Trần Quang Khải, P. Tân Định, Q1",source,1,
"DỰ ÁN CHDV 383/9 QUANG TRUNG, P10, GÒ VẤP",source,1,
DỰ ÁN CHUNG CƯ - RIU HOME,source,1,
Dự án mới 497/19 Phạm Văn chiêu gò vấp,source,1,
Dự án mới 562 phạm văn chiêu gò vấp,source,1,
"Dự án mới 575/33C CMT8, Q10",source,1,
Dự án mới 601/22/17 cmt8 quận 10,source,1,
Dự án mới 67 ĐS1 - Tân Bình,source,1,
"DỰ ÁN MỚI 74/5A TÂN KỲ TÂN QUÝ, TÂY THẠNH, TÂN PHÚ",source,1,
Dự Án Mới 766/18 Lạc Long Quân QuânHOME 22,source,1,
Dự án mới 84 Bùi Quang Là p12 Gò Vấp,source,1,
Dự Án Mới 95 Nguyễn Thái Bình Tân Bình QuânHome19,source,1,
Dự Án Mới A29 Bạch Đằng ( sân bay TSN),source,1,
DỰ ÁN MỚI DƯƠNG QUẢNG HÀM,source,1,
Dự Án Mới Kinghome14_ 41 Bãi Sậy Quận 6,source,1,
DỰ ÁN MỚI: 498 nguyễn văn khối,source,1,
"Dự Án Nhà 243/17 Bùi Thị Xuân, P1 Tân Bình",source,1,
Dự án nhà Chi,source,1,
Dự Án nhà chị Ốc,source,1,
Dự Án P2 Tân Bình 🔥 CHDV Bình An,source,1,
Dự Án Phạm Huy Thông - Gò Vấp,source,1,
Dự Án Quận 1 Số 9 Thạch Thị Thanh,source,1,
"DỰ ÁN QUẬN 10, TÂN BÌNH",source,1,
"Dự án SALE 8 đường Sông Thương, P.2, Tân Bình",source,1,
"Dự Án SALE_50/13 Trường Sơn, P.2, Q.Tân Bình",source,1,
Dự án: 416/15b Dương Quảng Hàm P5 Gò Vấp,source,1,
Dự Án: 679/53 Quang Trung Phường Hạnh Thông Gò Vấp,source,1,
Dự Án: THĂNG LONG - LÊ VĂN SỸ,source,1,
Dự án:102/121 Lê Văn Thọ - Nicehouses,source,1,
DựÁnMới 131/4B1 Nguyễn Thị Minh Khai Quận1(QH23),source,1,
"Dung House - Quận 1, 3, 10",source,1,
"DungHouse - Tân Phú, Bình Tân",source,1,
Dương Quảng Hàm 103/006A P7,source,1,
Đường Số 17 - HBC - Thủ Đức,source,1,
Duplex Tân Bình-Giá Sinh Viên,source,1,
"Dynaminds - An Phú, Bình An",source,1,
F1 Căn Hộ DV Gò Vấp,source,1,
FIVE HOUSE Q10,source,1,
FRIENDLY HOUSE- Phòng trọ cao cấp,source,1,
FTHOUSE - QUẬN 12 - BÌNH THẠNH,source,1,
FULL HOUSE - GROUP TỔNG,source,1,
FULL HOUSE - SALE 59 TRƯƠNG THỊ NGÀO - Q12,source,1,
FUNKY HOUSES 1,source,1,
FUNKY HOUSES 2,source,1,
Giau Mai Group,source,1,
GIỎ HÀNG 🏫 Is home 🏫 Gò Vấp - Bình Thạnh,source,1,
Giỏ Hàng 15B/63 Lê Thánh Tôn,source,1,
